anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Image URL
113,Green Green,Green Green,グリーングリーン,6.15,"Comedy, Romance, Ecchi","Kanenone Gakuen is an all-male boarding school located in the countryside of Japan. Although an all-male school is nothing new, life can become quite difficult when there are no female students for miles around. In order to help the psychological health of everyone involved, the school board has decided to try and merge with the nearest all-girl boarding school in order to become co-ed. The boys of Kanenone are more than thrilled at the prospect, and the girls are curious as to how interesting school life might become if there were more boys around. Before any serious decisions are made, the girls have been invited to stay at Kanenone for one month as a test.

Green Green follows Yuusuke Takazaki and his naughty room mates called the Baka (Idiot) Trio, and their ability to talk to the girls without making complete fools of themselves. But as soon as the school bus with the girls arrives, things become weird, hormonal, and hysterical. In particular, a girl named Midori Chitose leaps off the bus and immediately embraces a very confused Yuusuke. Is he a natural ladies' man, or do the two of them have a shared history that he is not aware of?",TV,12,"Jul 13, 2003 to Sep 28, 2003",Finished Airing,"Pony Canyon, Memory-Tech, Studio Jack",Media Blasters,Studio Matrix,Visual novel,24 min per ep,R+ - Mild Nudity,8102,1750,221,https://cdn.myanimelist.net/images/anime/7/75251.jpg
114,Gunslinger Girl,Gunslinger Girl,ガンスリンガー・ガール,7.39,"Action, Drama, Sci-Fi","In the heart of Italy, the Social Welfare Agency rescues young girls from hospital beds and gives them a second chance at life using the latest in cybernetic advancements. With their artificially enhanced bodies, the girls are brainwashed and trained as assassins to carry out the dirty work of the Italian Government. Despite all the modifications, they are still just children at heart, struggling for recognition from those they love, even knowing the love they feel is manufactured. This tragic tale unfolds as these girls grapple with their emotions in an agency that treats them as nothing but ruthless killers.",TV,13,"Oct 9, 2003 to Feb 19, 2004",Finished Airing,"Marvelous, Fuji TV",Funimation,Madhouse,Manga,24 min per ep,R - 17+ (violence & profanity),2127,1191,1153,https://cdn.myanimelist.net/images/anime/5/3088.jpg
115,Hikaru no Go,Hikaru no Go,ヒカルの碁,8.08,"Comedy, Drama, Supernatural","While searching through his grandfather's attic, Hikaru Shindou stumbles upon an old go board. Touching it, he is greeted by a mysterious voice, and soon after falls unconscious. When he regains his senses, he discovers that the voice is still present and belongs to Fujiwara no Sai, the spirit of an ancient go expert. A go instructor for the Japanese Emperor in the Heian Era, Sai's passion for the game transcends time and space, allowing him to continue playing his beloved game as a ghostly entity. Sai's ultimate goal is to master a divine go technique that no player has achieved so far, and he seeks to accomplish this by playing the board game through Hikaru.

Despite having no interest in board games, Hikaru reluctantly agrees to play, executing moves as instructed by Sai. However, when he encounters the young go prodigy Akira Touya, a passion for the game is slowly ignited within him. Inspired by his newfound rival, Hikaru's journey into the world of go is just beginning.",TV,75,"Oct 10, 2001 to Mar 26, 2003",Finished Airing,"TV Tokyo, Dentsu, Dream Force",VIZ Media,Pierrot,Manga,23 min per ep,PG-13 - Teens 13 or older,491,1557,2341,https://cdn.myanimelist.net/images/anime/12/78317.jpg
116,Hunter x Hunter,Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,8.41,"Action, Adventure, Fantasy","Hunters are specialized in a wide variety of fields, ranging from treasure hunting to cooking. They have access to otherwise unavailable funds and information that allow them to pursue their dreams and interests. However, being a hunter is a special privilege, only attained by taking a deadly exam with an extremely low success rate.

Gon Freecss, a 12-year-old boy with the hope of finding his missing father, sets out on a quest to take the Hunter Exam. Along the way, he picks up three companions who also aim to take the dangerous test: the revenge-seeking Kurapika, aspiring doctor Leorio Paladiknight, and a mischievous child the same age as Gon, Killua Zoldyck.

As the four aspiring hunters embark on a perilous adventure, they fight for their dreams while defying the odds.",TV,62,"Oct 16, 1999 to Mar 31, 2001",Finished Airing,Fuji TV,VIZ Media,Nippon Animation,Manga,23 min per ep,PG-13 - Teens 13 or older,170,357,10442,https://cdn.myanimelist.net/images/anime/1305/132237.jpg
117,Hunter x Hunter: Original Video Animation,UNKNOWN,HUNTER×HUNTER Original Video Animation,8.31,"Action, Adventure, Fantasy","After reuniting with Gon and his friends, Kurapika explained to them the risks he bears because of his abilities. Believing that his target of revenge is no longer alive and the search for his fallen comrade's eyes could truly begin, Kurapika soon after receives a message informing him that all the Spiders still lived. After much discussion between his friends, Gon, Kurapika and company decided to hunt after the one Spider member who's ability could ultimately result in Kurapika's defeat and death. Based on the manga by Togashi Yoshihiro.",OVA,8,"Jan 17, 2002 to Apr 17, 2002",Finished Airing,UNKNOWN,UNKNOWN,Nippon Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,239,1673,395,https://cdn.myanimelist.net/images/anime/1/137.jpg
118,Hunter x Hunter: Greed Island,UNKNOWN,HUNTER×HUNTER Greed Island,8.18,"Action, Adventure, Fantasy","After the battle with the Spiders, the search for Ging continues as Gon and Killua decided to once again attempt to purchase the rare game ""Greed Island."" However, Gon came up with a better plan, which was to volunteer to complete the game for the billionaire who owned it. But some training must be done, as Gon and Killua's abilities are still at a developing stage and ""Greed Island"" is no simple game for anyone to play with. It is the infamous game that could easily lead to one's death. Based on the manga by Togashi Yoshihiro.",OVA,8,"Feb 5, 2003 to Apr 16, 2003",Finished Airing,UNKNOWN,UNKNOWN,Nippon Animation,Manga,22 min per ep,PG-13 - Teens 13 or older,374,1429,284,https://cdn.myanimelist.net/images/anime/1902/122320.jpg
119,Hunter x Hunter: Greed Island Final,UNKNOWN,HUNTER×HUNTER G・I Final,8.25,"Action, Adventure, Fantasy","Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game. With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players. Based on the manga by Togashi Yoshihiro.",OVA,14,"Mar 3, 2004 to Aug 18, 2004",Finished Airing,UNKNOWN,UNKNOWN,Nippon Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,298,1506,238,https://cdn.myanimelist.net/images/anime/1/139.jpg
120,Jinki:Extend,Jinki: Extend,ジンキ・エクステンド,6.1,Sci-Fi,"Aoba is a young girl who loves to build models of robots. She lived alone with her grandmother until her grandmother passes away. Shortly after she is kidnapped and brought to a secret base where she discovers a huge robot. The piloted robots fight against Ancient-Jinki in The Grand Savanna, but the true meaning behind the fights is hidden. Aoba works hard at the base so one day she can pilot one of the robots and discover these secrets.",TV,12,"Jan 6, 2005 to Mar 24, 2005",Finished Airing,"TV Asahi, GANSIS","ADV Films, Funimation",feel.,Manga,23 min per ep,R - 17+ (violence & profanity),8385,5723,11,https://cdn.myanimelist.net/images/anime/3/44792.jpg
121,Kamikaze Kaitou Jeanne,UNKNOWN,神風怪盗ジャンヌ,7.46,"Action, Drama, Mystery, Romance, Supernatural","A normal looking high school girl on the outside, Kusakabe Maron is actually the reincarnation of Jeanne d' Arc. With the help of the angel, Fin Fish, Maron works as the thief Jeanne at night to seal the demons that reside in pieces of artwork, preying upon the weak hearts of the owners. She is branded as a thief due to the fact that the artworks disappear after she seals the demons. One day, a new neighbor and classmate appears, as well as a rival in her night job, the thief Sinbad. With her own best friend being the detective's daughter, out to capture her and the appearance of her new rival, Maron's work is anything but easy.",TV,44,"Feb 13, 1999 to Jan 29, 2000",Finished Airing,Toei Advertising,UNKNOWN,Toei Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,1847,2764,496,https://cdn.myanimelist.net/images/anime/5/20389.jpg
122,Kannazuki no Miko,Destiny of the Shrine Maiden,神無月の巫女,6.81,"Drama, Girls Love, Romance, Supernatural","Kannazuki no Miko begins in the village of Mahoroba, where time passes slowly for both man and nature. Two students from the village's prestigious Ototachibana Academy might as well be night and day. Himeko is shy and unassertive, while Chikane is bold and elegant. Despite this, they love each other, and nothing can come between them, no matter how hard they try.

On the two girls' shared birthday, a sinister voice corrupts one of their friends into attacking them, and just when it seemed grimmest, the lunar and solar priestess powers that lay dormant in the two girls awaken, dispelling the evil. That was only the first hurdle, however. The two must now fend off the countless others who would threaten their well-being—even the people closest to them!",TV,12,"Oct 2, 2004 to Dec 18, 2004",Finished Airing,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment","Sentai Filmworks, Geneon Entertainment USA",TNK,Manga,24 min per ep,PG-13 - Teens 13 or older,4801,2436,701,https://cdn.myanimelist.net/images/anime/8/73955.jpg
123,Kanon,UNKNOWN,カノン,7.07,"Drama, Romance, Supernatural","It’s been 7 years since Yuuichi Aizawa visited his aunt Akiko, but now that his parents have gone to Africa to pursue their careers, he is finally back in the little northern town. Yuuichi is not really overjoyed with the prospect of living here though, because all of his memories of this place and the people living in it have mysteriously vanished. His cute cousin Nayuki seems like a stranger as well, even though he used to play with her all the time when they were younger.

On the day of moving into his new home, Yuuichi starts unpacking the boxes and stumbles upon a red headband that no one seems to recognize. This is one of the first clues that will make Yuuichi take a stroll through the snow-covered town and make him start recalling fragments of his past, broken promises and buried secrets. Yuuichi soon realizes that there is something supernatural going on, and all of his new female acquaintances seem to have links to his forgotten past.",TV,13,"Jan 31, 2002 to Mar 28, 2002",Finished Airing,"Movic, Fuji TV, Fujipacific Music",UNKNOWN,Toei Animation,Visual novel,24 min per ep,G - All Ages,3669,2542,220,https://cdn.myanimelist.net/images/anime/1552/128388.jpg
124,Kareshi Kanojo no Jijou,His and Her Circumstances,彼氏彼女の事情,7.59,"Comedy, Drama, Romance","Yukino Miyazawa is the female representative for her class and the most popular girl among the freshmen at her high school. Good at both academics and sports on top of being elegant and sociable, she has been an object of admiration all her life. However, in reality, she is an incredibly vain person who toils relentlessly to maintain her good grades, athleticism, and graceful appearance. She wants nothing more than to be the center of attention and praise—which is why she cannot stand Souichirou Arima, the male representative for her class and the only person more perfect than her. Since the first day of high school, she has struggled to steal the spotlight from her new rival but to no avail.

At last, on the midterm exams, Yukino gets the top score and beats Souichirou. But, to her surprise, he congratulates her on her achievement, leading her to question her deceptive lifestyle. When Souichirou confesses his love to Yukino, she turns him down and gloats about it at home with only a hint of regret. But the very next day, Souichirou visits Yukino house to bring her a CD and sees her uninhibited self in action; now equipped with the truth, he blackmails her into completing his student council duties. Coerced into spending time with Souichirou, Yukino learns that she is not the only one hiding secrets.",TV,26,"Oct 2, 1998 to Mar 26, 1999",Finished Airing,"TV Tokyo, GANSIS",Nozomi Entertainment,"Gainax, J.C.Staff",Manga,24 min per ep,PG-13 - Teens 13 or older,1402,1023,2517,https://cdn.myanimelist.net/images/anime/1222/108880.jpg
125,Kono Minikuku mo Utsukushii Sekai,This Ugly Yet Beautiful World,この醜くも美しい世界,6.71,"Comedy, Drama, Romance, Sci-Fi, Ecchi","High school student Takeru Takemoto works part time as a (motor)bike courier. During one of his deliveries, he saw a mysterious light passing him and fell into a forest. What he had found was a beautiful girl coming out from a glowing cocoon, calling herself ""Hikari."" While Takeru was quite embarrassed because of Hikari's nudity, a strange monster suddenly showed up and immediately attacked the two. Both Takeru and Hikari demonstrated the power of their other selves before Takeru had a clue of what's going on.

(Source: ANN)",TV,12,"Apr 2, 2004 to Jun 18, 2004",Finished Airing,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft",Original,24 min per ep,R+ - Mild Nudity,5291,2647,151,https://cdn.myanimelist.net/images/anime/10/21035.jpg
126,Kimi ga Nozomu Eien,Rumbling Hearts,君が望む永遠,7.18,"Drama, Romance","In the warmth of a golden sun, timid high school student Haruka Suzumiya confesses to Takayuki Narumi, the boy she admires. Takayuki accepts Haruka's confession and the two become a couple, supported by their mutual friends Mitsuki Hayase and Shinji Taira. All is well for these friends—until tragedy strikes.

One of them is sent to an unenviable fate, lying dormant in a coma. Three years later, they awaken, but their sudden reappearance in everyone's lives threatens to test the limits of these friends' bonds.",TV,14,"Oct 5, 2003 to Jan 4, 2004",Finished Airing,"Lantis, Media Factory, Age",Funimation,Studio Fantasia,Visual novel,23 min per ep,R+ - Mild Nudity,3122,1511,1048,https://cdn.myanimelist.net/images/anime/5/10227.jpg
127,Kita e.: Diamond Dust Drops,Diamond Daydreams,北へ。 ～Diamond Dust Drops～,6.56,"Drama, Romance","If a couple sees the diamond dust together, then they will certainly find eternal happiness. Or so it is said. This is a drama about the romances, friendships and conflicts of six girls from Hokkaido and how the diamond dust affects them and eventually links them together in the search for happiness.

(Source: ANN)",TV,12,"Jan 20, 2004 to Apr 5, 2004",Finished Airing,UNKNOWN,ADV Films,Studio Deen,Visual novel,24 min per ep,PG-13 - Teens 13 or older,6039,6300,10,https://cdn.myanimelist.net/images/anime/1488/132892.jpg
128,Loveless,Loveless,LOVELESS,6.76,"Action, Boys Love, Drama, Mystery, Supernatural","In the world of Loveless, each person is born with cat ears and a tail, which disappear only if that person engages in a sexual intercourse. Because of this, they have come to symbolize virginity and innocence. Additionally, fighting is only done by ""fighting pairs"" or couples, where one is known as the Sacrifice and the other as the Fighter. The first receives the damage while the latter attacks.

Ritsuka Aoyagi is a 12-year-old boy, who for some unknown reason suffers from amnesia. His brother got killed recently, and as if his life has not been hard enough lately, on his first day at the new school he gets approached by a stranger called Agatsuma Soubi, who claims to have known his late brother. Ritsuka finds out that Agatsuma and his brother used to be a fighting pair, and that Agatsuma has inherited Ritsuga now that his brother is gone. Together, they try to find the truth behind his brother's death and the organization known as the ""Seven Moons,"" which may have been responsible for it. All the while, it seems that Ritsuka and Agatsuma are becoming closer than they intended to be…",TV,12,"Apr 7, 2005 to Jun 30, 2005",Finished Airing,"Bandai Visual, TV Asahi, Movic",Media Blasters,J.C.Staff,Manga,24 min per ep,PG-13 - Teens 13 or older,5020,1526,1308,https://cdn.myanimelist.net/images/anime/2/22947.jpg
129,Blood+,Blood+,ブラッドプラス,7.62,"Action, Drama, Horror, Mystery, Supernatural","Saya Otonashi is a seemingly ordinary girl living a mundane life with her adoptive family in Okinawa City. In fact, her only peculiarities are suffering from anemia and being unable to remember any of her life beyond the previous year.

However, Saya's forgotten past quickly comes back to haunt her—one night, she is attacked at school by a creature that feeds on human blood. Just when all hope seems lost, a mysterious man named Haji appears and fends off the creature temporarily. But when her rescuer forces her to drink his blood, Saya suddenly enters a trance and slays the monster with ease, using her own blood as a catalyst.

Saya then learns of an organization named Red Shield, founded for the sole purpose of defeating the hellish beasts. Now Saya and Haji must work together with Red Shield to fight these fearsome monsters and unlock the secrets to the girl's past.",TV,50,"Oct 8, 2005 to Sep 23, 2006",Finished Airing,"Aniplex, Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,24 min per ep,R - 17+ (violence & profanity),1320,592,4321,https://cdn.myanimelist.net/images/anime/10/10183.jpg
130,Re: Cutey Honey,UNKNOWN,Re:キューティーハニー,7.1,"Action, Comedy, Girls Love, Sci-Fi, Ecchi","The last words spoken to Honey Kisaragi by her father before his death at the hands of the mysterious organization Panther Claw have shaped her way of life. It is the sole reason she still continues to fight for the sake of others.

The energetic Inspector Natsuko Aki does her absolute best to apprehend the members of Panther Claw and bring them to justice, but they are simply too much for the police to handle. The only one who can give these criminals a run for their money is the sexy warrior of love and justice, Cutie Honey—the secret alter ego of Kisaragi. Although Natsuko refuses to acknowledge vigilantes, her relationship with Honey progresses for the better as the strong-headed detective realizes the true intentions behind Honey's actions.

Overtime, Honey grows more fearful of her burning desire for revenge; meanwhile, Natsuko wants to protect her friend, a sentiment that clashes with her ideals of upholding the law. If they ever hope to stand a chance against the menacing Panther Claw, the duo will have to put aside their differences and stand together.",OVA,3,"Jul 24, 2004 to Sep 25, 2004",Finished Airing,Toei Video,Discotek Media,"Gainax, Toei Animation",Manga,46 min per ep,R+ - Mild Nudity,3562,3925,161,https://cdn.myanimelist.net/images/anime/6/52103.jpg
131,Solty Rei,UNKNOWN,ソルティレイ,7.27,"Action, Sci-Fi","In a future-based disaster-ridden city with an enormous gap between the rich and the poor, it is hard to tell which humans are walking around with cybernetic body parts. This makes Roy Revant's job as a renegade bounty hunter/bodyguard-for-hire even more difficult. When a young girl with unbeliveable strength rescues him from a particularly dangerous criminal, Roy realizes that perhaps help can be found in the strangest of places. Joining together with a few others, they engage in a battle to find out the truth behind the giant conglomerates that are supposedly serving mankind and making life better.

Solty, an android who has lost her memory, has escaped and is being hunted by the RUC Security Bureau. She encounters the bounty hunter Roy and he adopts her as his daughter after being hired as a bodygaurd for Miranda.

(Source: ANN)",TV,24,"Oct 7, 2005 to Mar 31, 2006",Finished Airing,"TV Asahi, Sotsu Music Publishing",Funimation,"Gonzo, AIC",Original,23 min per ep,R - 17+ (violence & profanity),2675,3856,132,https://cdn.myanimelist.net/images/anime/3/75582.jpg
132,Juuni Kokuki,The Twelve Kingdoms,十二国記,8.02,"Action, Adventure, Fantasy","Youko Nakajima has only ever wanted to be normal. She does what she is asked, gets good grades, is the class president, and even helps her classmates whenever she can—but because of her red hair, she has never fit in. With her pushover attitude, Youko lets classmates take advantage of her, so she has nobody she can really call a friend.

But on an otherwise ordinary day, a man who claims to be from another world barges into Youko's classroom and bows before her. This elegant blond-haired man, Keiki, claims that Youko is his master and belongs on the throne of his kingdom. However, their first meeting is cut short as Keiki has been followed by otherworldly beasts called youma. He is able to escape with Youko into his own realm, but two other classmates—Ikuya Asano and Yuka Sugimoto—are caught up in the madness as well. Unfortunately, their troubles have only just begun, as the youma attack leaves them separated from Keiki. Alone in this strange new land, these ordinary students must learn to fend for themselves or die.",TV,45,"Apr 9, 2002 to Aug 30, 2003",Finished Airing,"NHK, Sogo Vision","Media Blasters, Discotek Media",Pierrot,Novel,25 min per ep,PG-13 - Teens 13 or older,566,1473,2403,https://cdn.myanimelist.net/images/anime/6/50859.jpg
133,Shaman King,Shaman King,シャーマンキング,7.75,"Action, Adventure, Comedy, Supernatural","A battle is about to begin in Tokyo: the Shaman Fight, a tournament held every five hundred years where shaman—those who can command spirits—confront each other in combat. The victor of this contest becomes the Shaman King and the only one who is able to contact and control the Great Spirit, allowing them to reshape the world as they please through its immense power.

During a late night walk, Manta Oyamada runs into his classmate, the carefree You Asakura, who invites him to come stargazing with some friends, who, to Manta's horror, turn out to be ghosts from a local cemetery! However, the knowledge that Manta possesses—a rare sixth sense that allows Manta to see these spirits—endears the boy to You. So when You finds out that his new comrade has been beaten up by a local gang, he decides to avenge him with the help of Amidamaru, a samurai ghost whose tomb was broken by the gang leader.

Soon Manta uncovers more about the world of spirits, including the Shaman Fight, in which his new friend You aims to claim victory.",TV,64,"Jul 4, 2001 to Sep 25, 2002",Finished Airing,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music","4Kids Entertainment, Discotek Media",Xebec,Manga,23 min per ep,PG-13 - Teens 13 or older,1020,612,3709,https://cdn.myanimelist.net/images/anime/1722/99235.jpg
134,X/1999,X - The Movie,"エックス, X/1999",6.57,"Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural","At the millennial edge, the concluding battle for humanity's future is staged. Kamui Shirou's destiny has been decided as he returns to Tokyo to face his ultimate challenge. The Dragon of Heaven, defenders of the Earth, stand ready to protect the world from the Dragon of Earth, the seven angels of legend, who embrace the devastation of the planet to bring about its purification. Now Kamui must decide which side to fight for although he finds the idea utterly unappealing. It isn't until realizing that his two childhood friends, Fuma and Kotori Monou, are in grievous peril that Kamui decides to step into his fated position in the climactic struggle of the Year of Destiny: 1999.

(Source: AnimeNfo)",Movie,1,"Aug 3, 1996",Finished Airing,"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Manga Entertainment,Madhouse,Manga,1 hr 37 min,R - 17+ (violence & profanity),5999,3442,117,https://cdn.myanimelist.net/images/anime/7/23579.jpg
135,X,X,X−エックス−,7.4,"Action, Drama, Fantasy, Romance","In the fight between the Dragons of Heaven and the Dragons of Earth, the dream seer Princess Hinoto predicts the end of humanity. A central entity, 15-year-old Kamui Shirou, is to choose whether to ally with the Dragons of Earth and destroy civilization to protect the planet or with the Dragons of Heaven to save mankind.

Following his mother's last wish, Kamui returns to Tokyo after six years of self-imposed exile. There, he attempts to steal the Sacred Sword from the temple protected by Kyougo Monou—the father of his childhood friends, Fuuma and Kotori. However, after Kamui's venture fails, a mysterious person manages to obtain the sword instead.

Believing Kamui to be the man in her prophecy, Hinoto sends the Dragons of Heaven after him to rally him to their cause. Although Kamui first rejects his destiny, the incessant attacks by the Dragons of Earth against those he holds dear push him to decide whether the lives of his friends should prevail over the fate of the Earth and finally pick a side.",TV,24,"Oct 3, 2001 to Mar 27, 2002",Finished Airing,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com","Funimation, Geneon Entertainment USA",Madhouse,Manga,24 min per ep,R+ - Mild Nudity,2072,2220,756,https://cdn.myanimelist.net/images/anime/8/17167.jpg
136,Mahou Sensei Negima!,Negima!,魔法先生 ネギま！,6.94,"Comedy, Fantasy, Romance, Supernatural, Ecchi","10-year-old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard. Unfortunately, his final task is a bizarre one—to become a English teacher at an all-females boarding school. As soon as he arrives, he completely embarrasses one of his students, Asuna Kagurazaka, and replaces the teacher she loves, which garners her hatred. To make matters worse, Asuna learns that Negi is a wizard, and promises to tell unless he helps her out. But unfortunately, circumstances force them to work together to do many things, from fighting evil wizards to helping the class pass their final exam, with a lot of humor, magic, and romances thrown in.

(Source: ANN, edited)",TV,26,"Jan 6, 2005 to Jun 30, 2005",Finished Airing,Starchild Records,"Funimation, Sentai Filmworks",Xebec,Manga,23 min per ep,PG-13 - Teens 13 or older,4212,1523,494,https://cdn.myanimelist.net/images/anime/12/89535.jpg
137,Maria-sama ga Miteru,Maria Watches Over Us,マリア様がみてる,7.29,"Drama, Girls Love","When Yumi Fukuzawa entered the Lillian Girls' Academy, a prestigious all-girls Catholic school in Tokyo, she never imagined she would catch the eye of beautiful and demure Sachiko Ogasawara, one of the school's most popular students. Now Sachiko has offered to be Yumi's soeur, her ""sister"" and guide for all her years at the academy. The whole idea has Yumi completely flustered—after all, they hardly know each other!

The entire campus is abuzz with rumors about the two of them, but Yumi is conflicted over accepting Sachiko's offer. While she admires Sachiko, being her soeur would also mean constantly being at the center of the entire school's attention!

(Source: RightStuf)",TV,13,"Jan 8, 2004 to Apr 1, 2004",Finished Airing,"Rondo Robe, TV Tokyo Music","Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,24 min per ep,PG-13 - Teens 13 or older,2569,2476,673,https://cdn.myanimelist.net/images/anime/1994/114208.jpg
138,Boukyaku no Senritsu,The Melody of Oblivion,忘却の旋律,6.28,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural","A great war occurred in the 20th century between humans and monsters. Since that time, the monsters rule the world in fear but keep relatively hidden from public view. A boy named Bokka ponders the past and wonders what became of the Meros Warriors who defended the world so bravely against the demons. He soon meets Kurofune and learns of the power of the Meros and the I-bar machines they ride in battle. Warriors are the only ones who can see and hear the Melody of Oblivion, a phantom girl hidden away waiting to be rescued and be the savior of mankind. During a battle between Kurofune and a demon, Bokka discovers something only his wildest dreams could possibly imagine...he too can hear that melody. Throughout his journeys, Bokka meets many monsters and their agents, friends, and companions as he discovers the true extent of his new powers. He must continue to battle evil in the hope of releasing Boukyaku no Senritsu and free a world that has forgotten its once beautiful melody.

(Source: ANN)",TV,24,"Apr 7, 2004 to Sep 22, 2004",Finished Airing,"Kadokawa Shoten, TBS, KENMedia",Geneon Entertainment USA,"Gainax, J.C.Staff",Manga,23 min per ep,PG-13 - Teens 13 or older,7507,4748,39,https://cdn.myanimelist.net/images/anime/9/52679.jpg
139,"Ima, Soko ni Iru Boku","Now and Then, Here and There",今、そこにいる僕,7.61,"Adventure, Drama, Fantasy, Sci-Fi","Shuuzou ""Shuu"" Matsutani lives his ordinary life in peace. He has friends, a crush, and a passion for kendo. Dejected after losing to his kendo rival, Shuu climbs a smokestack to watch the sunset where he finds Lala-Ru, a quiet, blue-haired girl wearing a strange pendant. Shuu attempts to befriend her, despite her uninterested, bland responses.

However, his hopes are crushed when a woman, accompanied by two serpentine machines, appear out of thin air with one goal in mind: capture Lala-Ru. Shuu, bull-headed as he is, tries to save his new friend from her kidnappers and is transported to a desert world, unlike anything he has ever seen before. Yet, despite the circumstances, Shuu only thinks of saving Lala-Ru, until he is thoroughly beaten up by some soldiers. As he soon finds out, Lala-Ru can manipulate water and her pendant is the source from which she is able to bring forth the liquid, a scarce commodity in his new environment. But now, the pendant is lost, and Shuu is the prime suspect.

Ima, Soko ni Iru Boku is the haunting story of a dystopian world, and of Shuu, who has to endure torture, hunger, and the horrors of war in order to save the lonely girl he found sitting atop a smokestack.",TV,13,"Oct 14, 1999 to Jan 20, 2000",Finished Airing,"Victor Entertainment, Pioneer LDC, Rakuonsha","ADV Films, Central Park Media",AIC,Original,24 min per ep,R - 17+ (violence & profanity),1362,1514,1150,https://cdn.myanimelist.net/images/anime/1094/109008.jpg
140,Peace Maker Kurogane,Peace Maker Kurogane,PEACE MAKER 鐵,7.3,"Action, Comedy","Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge lead him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.",TV,24,"Oct 8, 2003 to Mar 24, 2004",Finished Airing,"GDH, TV Asahi, Imagica","ADV Films, Funimation",Gonzo,Manga,24 min per ep,R - 17+ (violence & profanity),2512,2723,276,https://cdn.myanimelist.net/images/anime/10/77408.jpg
141,Pita Ten,Pita-Ten,ぴたテン,6.93,"Comedy, Fantasy, Romance","Kotaro was pretty much supposed to be your average boy, worried about the pressures of education while enjoying a simple life with his friends. Much to his despair, he one day finds the overly cheerful Misha at his door, asking to be friends out of nowhere. Even more shocking is that Misha is an apprentice angel, yet she does more bad then good. Along with Kotaro's school friends Takashi and Koboshi and the so called devil Shia (once again being able to do more good then bad), the group of friends spend their days getting into all sorts of adventures and troubles. Based on the manga by Koge-Donbo.",TV,26,"Apr 7, 2002 to Sep 29, 2002",Finished Airing,Broccoli,Nozomi Entertainment,Madhouse,Manga,24 min per ep,G - All Ages,4278,4280,85,https://cdn.myanimelist.net/images/anime/7/25205.jpg
142,Power Stone,UNKNOWN,パワーストーン,6.55,"Adventure, Comedy, Fantasy","An ancient legend tells of a magical Powerstone that granted its owner any wish desired. Adventurers from all over the globe clash as they seek this mystical gem.

Based upon the Dreamcast game, POWERSTONE tries to entertain us with the story behind the game's premise. The plot begins with our hero, Fokker, training to be a fighter like his idol, Vargas.

(Source: AniDB)",TV,26,"Apr 3, 1999 to Sep 25, 1999",Finished Airing,Avex Entertainment,ADV Films,Pierrot,Game,20 min per ep,PG - Children,6068,6725,23,https://cdn.myanimelist.net/images/anime/1110/98247.jpg
143,Mononoke Hime,Princess Mononoke,もののけ姫,8.67,"Action, Adventure, Award Winning, Fantasy","When an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him. Princess Mononoke is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance.",Movie,1,"Jul 12, 1997",Finished Airing,"Tokuma Shoten, Nippon Television Network",GKIDS,Studio Ghibli,Original,2 hr 13 min,PG-13 - Teens 13 or older,58,105,20632,https://cdn.myanimelist.net/images/anime/7/75919.jpg
